192.175.48.1/32 #AS3487 Lagoven S.A., Telecommunication Engineering, VE - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
200.90.52.0/22 #AS8048 CANTV Servicios, Venezuela, VE
200.90.61.0/24 #AS8048 CANTV Servicios, Venezuela, VE
200.90.64.0/18 #AS8048 CANTV Servicios, Venezuela, VE
200.93.0.0/17 #AS8048 CANTV Servicios, Venezuela, VE
200.109.0.0/18 #AS8048 CANTV Servicios, Venezuela, VE
200.109.64.0/22 #AS8048 CANTV Servicios, Venezuela, VE
200.109.72.0/21 #AS8048 CANTV Servicios, Venezuela, VE
200.109.96.0/21 #AS8048 CANTV Servicios, Venezuela, VE
200.109.112.0/20 #AS8048 CANTV Servicios, Venezuela, VE
200.109.128.0/17 #AS8048 CANTV Servicios, Venezuela, VE
201.208.0.0/15 #AS8048 CANTV Servicios, Venezuela, VE
201.210.0.0/17 #AS8048 CANTV Servicios, Venezuela, VE
201.210.128.0/18 #AS8048 CANTV Servicios, Venezuela, VE
201.210.192.0/19 #AS8048 CANTV Servicios, Venezuela, VE
201.211.0.0/16 #AS8048 CANTV Servicios, Venezuela, VE
201.242.0.0/16 #AS8048 CANTV Servicios, Venezuela, VE
201.243.0.0/18 #AS8048 CANTV Servicios, Venezuela, VE
201.243.64.0/20 #AS8048 CANTV Servicios, Venezuela, VE
201.243.80.0/23 #AS8048 CANTV Servicios, Venezuela, VE
201.243.82.0/24 #AS8048 CANTV Servicios, Venezuela, VE
201.243.88.0/21 #AS8048 CANTV Servicios, Venezuela, VE
201.243.96.0/19 #AS8048 CANTV Servicios, Venezuela, VE
201.243.128.0/19 #AS8048 CANTV Servicios, Venezuela, VE
201.243.192.0/18 #AS8048 CANTV Servicios, Venezuela, VE
201.248.0.0/18 #AS8048 CANTV Servicios, Venezuela, VE
201.248.64.0/21 #AS8048 CANTV Servicios, Venezuela, VE
201.248.72.0/22 #AS8048 CANTV Servicios, Venezuela, VE
201.248.76.0/23 #AS8048 CANTV Servicios, Venezuela, VE
201.248.78.0/24 #AS8048 CANTV Servicios, Venezuela, VE
201.248.80.0/20 #AS8048 CANTV Servicios, Venezuela, VE
201.248.96.0/19 #AS8048 CANTV Servicios, Venezuela, VE
201.248.128.0/19 #AS8048 CANTV Servicios, Venezuela, VE
201.248.192.0/18 #AS8048 CANTV Servicios, Venezuela, VE
201.249.0.0/19 #AS8048 CANTV Servicios, Venezuela, VE
201.249.40.0/21 #AS8048 CANTV Servicios, Venezuela, VE
201.249.48.0/20 #AS8048 CANTV Servicios, Venezuela, VE
201.249.64.0/18 #AS8048 CANTV Servicios, Venezuela, VE
201.249.130.0/23 #AS8048 CANTV Servicios, Venezuela, VE
201.249.132.0/22 #AS8048 CANTV Servicios, Venezuela, VE
201.249.136.0/21 #AS8048 CANTV Servicios, Venezuela, VE
201.249.144.0/24 #AS8048 CANTV Servicios, Venezuela, VE
201.249.146.0/23 #AS8048 CANTV Servicios, Venezuela, VE
201.249.148.0/22 #AS8048 CANTV Servicios, Venezuela, VE
201.249.152.0/21 #AS8048 CANTV Servicios, Venezuela, VE
201.249.160.0/21 #AS8048 CANTV Servicios, Venezuela, VE
201.249.168.0/22 #AS8048 CANTV Servicios, Venezuela, VE
201.249.172.0/24 #AS8048 CANTV Servicios, Venezuela, VE
201.249.174.0/23 #AS8048 CANTV Servicios, Venezuela, VE
201.249.176.0/20 #AS8048 CANTV Servicios, Venezuela, VE
201.249.192.0/20 #AS8048 CANTV Servicios, Venezuela, VE
201.249.208.0/22 #AS8048 CANTV Servicios, Venezuela, VE
201.249.214.0/23 #AS8048 CANTV Servicios, Venezuela, VE
201.249.224.0/19 #AS8048 CANTV Servicios, Venezuela, VE
64.139.0.0/21 #AS8053 IFX Networks Venezuela C.A., VE
154.47.156.0/23 #AS8053 IFX Networks Venezuela C.A., VE
181.225.32.0/19 #AS8053 IFX Networks Venezuela C.A., VE
190.94.192.0/18 #AS8053 IFX Networks Venezuela C.A., VE
200.85.64.0/24 #AS8053 IFX Networks Venezuela C.A., VE
206.135.228.0/22 #AS8053 IFX Networks Venezuela C.A., VE
206.135.252.0/22 #AS8053 IFX Networks Venezuela C.A., VE
192.175.48.1/32 #AS8056 Internet Comunicaciones, c.a., VE - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
200.84.128.0/23 #AS10293 CANTV Servicios, Venezuela, VE
200.84.130.0/24 #AS10293 CANTV Servicios, Venezuela, VE
200.84.132.0/23 #AS10293 CANTV Servicios, Venezuela, VE
192.175.48.1/32 #AS10463 Enlared C.A., VE - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS10624 Netpoint de Venezuela, VE - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
170.245.34.0/24 #AS11562 Net Uno, C.A., VE
170.246.77.0/24 #AS11562 Net Uno, C.A., VE
170.246.79.0/24 #AS11562 Net Uno, C.A., VE
190.6.0.0/19 #AS11562 Net Uno, C.A., VE
190.6.32.0/20 #AS11562 Net Uno, C.A., VE
190.6.48.0/23 #AS11562 Net Uno, C.A., VE
190.6.50.0/24 #AS11562 Net Uno, C.A., VE
190.6.52.0/22 #AS11562 Net Uno, C.A., VE
190.6.56.0/21 #AS11562 Net Uno, C.A., VE
190.153.4.0/22 #AS11562 Net Uno, C.A., VE
190.153.8.0/22 #AS11562 Net Uno, C.A., VE
190.153.16.0/20 #AS11562 Net Uno, C.A., VE
190.153.32.0/22 #AS11562 Net Uno, C.A., VE
190.153.48.0/20 #AS11562 Net Uno, C.A., VE
190.153.64.0/22 #AS11562 Net Uno, C.A., VE
190.153.80.0/21 #AS11562 Net Uno, C.A., VE
190.153.88.0/23 #AS11562 Net Uno, C.A., VE
190.153.91.0/24 #AS11562 Net Uno, C.A., VE
190.153.92.0/24 #AS11562 Net Uno, C.A., VE
190.153.94.0/24 #AS11562 Net Uno, C.A., VE
190.153.100.0/22 #AS11562 Net Uno, C.A., VE
190.153.104.0/23 #AS11562 Net Uno, C.A., VE
190.153.107.0/24 #AS11562 Net Uno, C.A., VE
190.153.111.0/24 #AS11562 Net Uno, C.A., VE
190.153.112.0/20 #AS11562 Net Uno, C.A., VE
200.75.128.0/19 #AS11562 Net Uno, C.A., VE
159.90.0.0/16 #AS11694 Universidad Simon Bolivar, VE
192.175.48.1/32 #AS12248 Oficina Central de Estadistica eInformatica OCEI, VE - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS14231 Banco de Venezuela, VE - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS14285 Banco Mercantil, VE - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS16607 Universidad Nueva Esparta, VE - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS17205 CORP BANCA, C.A., VE - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
150.186.32.0/19 #AS17287 Universidad de Carabobo, VE
192.175.48.1/32 #AS19033 World Tel-Fax Electronics C.A., VE - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
190.169.0.0/16 #AS19192 Universidad Central de Venezuela, VE
192.175.48.1/32 #AS20297 Convergence Communications de Venezuela, VE - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
150.185.0.0/16 #AS20312 Fundacion Centro Nacional de Innovacion Tecnologica CENIT, VE
150.186.0.0/15 #AS20312 Fundacion Centro Nacional de Innovacion Tecnologica CENIT, VE
150.188.0.0/15 #AS20312 Fundacion Centro Nacional de Innovacion Tecnologica CENIT, VE
200.0.65.0/24 #AS20312 Fundacion Centro Nacional de Innovacion Tecnologica CENIT, VE
38.84.58.0/24 #AS21826 Corporacion Telemic C.A., VE
167.249.32.0/22 #AS21826 Corporacion Telemic C.A., VE
170.84.136.0/22 #AS21826 Corporacion Telemic C.A., VE
181.208.0.0/16 #AS21826 Corporacion Telemic C.A., VE
186.14.0.0/16 #AS21826 Corporacion Telemic C.A., VE
186.188.0.0/17 #AS21826 Corporacion Telemic C.A., VE
190.142.0.0/16 #AS21826 Corporacion Telemic C.A., VE
200.8.0.0/16 #AS21826 Corporacion Telemic C.A., VE
200.75.96.0/19 #AS21826 Corporacion Telemic C.A., VE
200.82.128.0/17 #AS21826 Corporacion Telemic C.A., VE
200.229.152.0/22 #AS21826 Corporacion Telemic C.A., VE
200.74.192.0/19 #AS21980 Dayco Telecom, C.A., VE
200.74.224.0/20 #AS21980 Dayco Telecom, C.A., VE
200.35.192.0/24 #AS22313 Supercable, VE
200.35.221.0/24 #AS22313 Supercable, VE
200.35.2.0/24 #AS22726 C.A. Vencemos, VE
150.185.128.0/18 #AS23007 Universidad de Los Andes, VE
190.168.0.0/17 #AS23007 Universidad de Los Andes, VE
200.73.192.0/21 #AS26194 123.com.ve, C.A., VE
45.179.13.0/24 #AS27648 TELECOMUNICACIONES BANTEL, C.A., VE
201.222.0.0/22 #AS27648 TELECOMUNICACIONES BANTEL, C.A., VE
201.222.4.0/24 #AS27648 TELECOMUNICACIONES BANTEL, C.A., VE
201.222.6.0/23 #AS27648 TELECOMUNICACIONES BANTEL, C.A., VE
201.222.8.0/24 #AS27648 TELECOMUNICACIONES BANTEL, C.A., VE
201.222.11.0/24 #AS27648 TELECOMUNICACIONES BANTEL, C.A., VE
201.222.13.0/24 #AS27648 TELECOMUNICACIONES BANTEL, C.A., VE
201.222.14.0/23 #AS27648 TELECOMUNICACIONES BANTEL, C.A., VE
150.186.96.0/19 #AS27686 Universidad Centro Occidental Lisandro Alvarado, VE
154.57.57.0/24 #AS27717 Corporacion Digitel C.A., VE
186.167.0.0/17 #AS27717 Corporacion Digitel C.A., VE
186.167.128.0/18 #AS27717 Corporacion Digitel C.A., VE
190.121.224.0/20 #AS27717 Corporacion Digitel C.A., VE
200.71.240.0/21 #AS27717 Corporacion Digitel C.A., VE
217.26.191.0/24 #AS27717 Corporacion Digitel C.A., VE
190.170.128.0/18 #AS27771 Instituto Venezolano de Investigaciones Cientificas, VE
200.1.8.0/22 #AS27782 Electricidad de Caracas, VE
200.1.12.0/24 #AS27782 Electricidad de Caracas, VE
192.175.48.1/32 #AS27794 STANFORD CORPORATE SERVICES VENEZUELA C.A, VE - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS27807 Fundacion Centro Nacional de Innovacion Tecnologica CENIT, VE - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
