92.183.0.0/17 #AS3215 France Telecom - Orange, FR
92.183.128.0/18 #AS3215 France Telecom - Orange, FR
92.184.96.0/19 #AS3215 France Telecom - Orange, FR
92.184.136.0/21 #AS3215 France Telecom - Orange, FR
92.184.144.0/22 #AS3215 France Telecom - Orange, FR
92.184.192.0/22 #AS3215 France Telecom - Orange, FR
95.214.32.0/22 #AS3215 France Telecom - Orange, FR
109.208.0.0/12 #AS3215 France Telecom - Orange, FR
129.181.0.0/17 #AS3215 France Telecom - Orange, FR
129.181.128.0/18 #AS3215 France Telecom - Orange, FR
129.181.192.0/20 #AS3215 France Telecom - Orange, FR
129.181.220.0/22 #AS3215 France Telecom - Orange, FR
129.181.224.0/19 #AS3215 France Telecom - Orange, FR
129.182.0.0/15 #AS3215 France Telecom - Orange, FR
129.184.0.0/16 #AS3215 France Telecom - Orange, FR
129.185.0.0/20 #AS3215 France Telecom - Orange, FR
129.185.24.0/22 #AS3215 France Telecom - Orange, FR
129.185.29.0/24 #AS3215 France Telecom - Orange, FR
129.185.192.0/19 #AS3215 France Telecom - Orange, FR
136.173.211.0/24 #AS3215 France Telecom - Orange, FR
136.173.212.0/24 #AS3215 France Telecom - Orange, FR
140.209.248.0/24 #AS3215 France Telecom - Orange, FR
141.194.0.0/20 #AS3215 France Telecom - Orange, FR
141.194.32.0/22 #AS3215 France Telecom - Orange, FR
141.194.36.0/23 #AS3215 France Telecom - Orange, FR
141.194.38.0/24 #AS3215 France Telecom - Orange, FR
141.194.40.0/22 #AS3215 France Telecom - Orange, FR
141.194.44.0/23 #AS3215 France Telecom - Orange, FR
141.194.46.0/24 #AS3215 France Telecom - Orange, FR
147.98.32.0/22 #AS3215 France Telecom - Orange, FR
147.189.72.0/22 #AS3215 France Telecom - Orange, FR
156.28.6.0/23 #AS3215 France Telecom - Orange, FR
158.156.175.0/24 #AS3215 France Telecom - Orange, FR
158.156.185.0/24 #AS3215 France Telecom - Orange, FR
158.234.140.0/24 #AS3215 France Telecom - Orange, FR
158.234.148.0/24 #AS3215 France Telecom - Orange, FR
163.114.32.0/23 #AS3215 France Telecom - Orange, FR
163.114.34.0/24 #AS3215 France Telecom - Orange, FR
171.16.22.0/23 #AS3215 France Telecom - Orange, FR
185.102.80.0/23 #AS3215 France Telecom - Orange, FR
185.145.78.0/24 #AS3215 France Telecom - Orange, FR
185.197.84.0/22 #AS3215 France Telecom - Orange, FR
185.197.102.0/24 #AS3215 France Telecom - Orange, FR
185.217.244.0/24 #AS3215 France Telecom - Orange, FR
185.231.58.0/24 #AS3215 France Telecom - Orange, FR
185.233.130.0/24 #AS3215 France Telecom - Orange, FR
192.33.147.0/24 #AS3215 France Telecom - Orange, FR
192.90.64.0/19 #AS3215 France Telecom - Orange, FR
192.90.127.0/24 #AS3215 France Telecom - Orange, FR
192.90.218.0/24 #AS3215 France Telecom - Orange, FR
192.134.132.0/22 #AS3215 France Telecom - Orange, FR
192.134.138.0/23 #AS3215 France Telecom - Orange, FR
192.134.140.0/23 #AS3215 France Telecom - Orange, FR
192.134.142.0/24 #AS3215 France Telecom - Orange, FR
193.37.250.0/24 #AS3215 France Telecom - Orange, FR
193.56.38.0/24 #AS3215 France Telecom - Orange, FR
193.56.43.0/24 #AS3215 France Telecom - Orange, FR
193.56.53.0/24 #AS3215 France Telecom - Orange, FR
193.56.127.0/24 #AS3215 France Telecom - Orange, FR
193.56.193.0/24 #AS3215 France Telecom - Orange, FR
193.57.49.0/24 #AS3215 France Telecom - Orange, FR
193.108.140.0/23 #AS3215 France Telecom - Orange, FR
193.108.180.0/24 #AS3215 France Telecom - Orange, FR
193.163.99.0/24 #AS3215 France Telecom - Orange, FR
193.186.8.0/24 #AS3215 France Telecom - Orange, FR
193.222.134.0/24 #AS3215 France Telecom - Orange, FR
193.242.192.0/24 #AS3215 France Telecom - Orange, FR
193.248.0.0/16 #AS3215 France Telecom - Orange, FR
193.249.210.0/23 #AS3215 France Telecom - Orange, FR
193.250.0.0/16 #AS3215 France Telecom - Orange, FR
193.251.0.0/18 #AS3215 France Telecom - Orange, FR
193.251.64.0/19 #AS3215 France Telecom - Orange, FR
193.251.176.0/20 #AS3215 France Telecom - Orange, FR
193.251.200.0/22 #AS3215 France Telecom - Orange, FR
193.251.214.0/23 #AS3215 France Telecom - Orange, FR
193.251.230.0/23 #AS3215 France Telecom - Orange, FR
193.251.232.0/21 #AS3215 France Telecom - Orange, FR
193.252.0.0/20 #AS3215 France Telecom - Orange, FR
193.252.18.0/23 #AS3215 France Telecom - Orange, FR
193.252.20.0/22 #AS3215 France Telecom - Orange, FR
193.252.24.0/21 #AS3215 France Telecom - Orange, FR
193.252.32.0/19 #AS3215 France Telecom - Orange, FR
193.252.68.0/22 #AS3215 France Telecom - Orange, FR
193.252.80.0/21 #AS3215 France Telecom - Orange, FR
193.252.96.0/24 #AS3215 France Telecom - Orange, FR
193.252.104.0/21 #AS3215 France Telecom - Orange, FR
193.252.157.0/24 #AS3215 France Telecom - Orange, FR
193.252.158.0/24 #AS3215 France Telecom - Orange, FR
193.252.168.0/21 #AS3215 France Telecom - Orange, FR
193.252.176.0/20 #AS3215 France Telecom - Orange, FR
193.252.192.0/19 #AS3215 France Telecom - Orange, FR
193.252.231.0/24 #AS3215 France Telecom - Orange, FR
193.252.236.0/24 #AS3215 France Telecom - Orange, FR
193.253.16.0/20 #AS3215 France Telecom - Orange, FR
193.253.32.0/19 #AS3215 France Telecom - Orange, FR
193.253.66.0/23 #AS3215 France Telecom - Orange, FR
193.253.70.0/23 #AS3215 France Telecom - Orange, FR
193.253.72.0/23 #AS3215 France Telecom - Orange, FR
193.253.96.0/19 #AS3215 France Telecom - Orange, FR
193.253.176.0/20 #AS3215 France Telecom - Orange, FR
193.253.192.0/18 #AS3215 France Telecom - Orange, FR
194.2.0.0/18 #AS3215 France Telecom - Orange, FR
194.2.64.0/21 #AS3215 France Telecom - Orange, FR
194.2.72.0/23 #AS3215 France Telecom - Orange, FR
194.2.76.0/24 #AS3215 France Telecom - Orange, FR
194.2.78.0/23 #AS3215 France Telecom - Orange, FR
194.2.80.0/21 #AS3215 France Telecom - Orange, FR
194.2.88.0/23 #AS3215 France Telecom - Orange, FR
194.2.91.0/24 #AS3215 France Telecom - Orange, FR
194.2.92.0/23 #AS3215 France Telecom - Orange, FR
194.2.95.0/24 #AS3215 France Telecom - Orange, FR
194.2.96.0/19 #AS3215 France Telecom - Orange, FR
194.2.128.0/20 #AS3215 France Telecom - Orange, FR
194.2.144.0/21 #AS3215 France Telecom - Orange, FR
194.2.152.0/23 #AS3215 France Telecom - Orange, FR
194.2.156.0/22 #AS3215 France Telecom - Orange, FR
194.2.160.0/19 #AS3215 France Telecom - Orange, FR
194.2.192.0/18 #AS3215 France Telecom - Orange, FR
194.3.0.0/17 #AS3215 France Telecom - Orange, FR
194.3.128.0/21 #AS3215 France Telecom - Orange, FR
194.3.137.0/24 #AS3215 France Telecom - Orange, FR
194.3.138.0/23 #AS3215 France Telecom - Orange, FR
194.3.140.0/22 #AS3215 France Telecom - Orange, FR
194.3.144.0/20 #AS3215 France Telecom - Orange, FR
194.3.160.0/19 #AS3215 France Telecom - Orange, FR
194.3.192.0/18 #AS3215 France Telecom - Orange, FR
194.4.212.0/23 #AS3215 France Telecom - Orange, FR
194.4.222.0/24 #AS3215 France Telecom - Orange, FR
194.4.224.0/22 #AS3215 France Telecom - Orange, FR
194.4.228.0/23 #AS3215 France Telecom - Orange, FR
194.4.231.0/24 #AS3215 France Telecom - Orange, FR
194.5.189.0/24 #AS3215 France Telecom - Orange, FR
194.5.190.0/23 #AS3215 France Telecom - Orange, FR
194.5.238.0/23 #AS3215 France Telecom - Orange, FR
194.51.0.0/16 #AS3215 France Telecom - Orange, FR
194.206.0.0/16 #AS3215 France Telecom - Orange, FR
194.250.0.0/16 #AS3215 France Telecom - Orange, FR
195.6.0.0/16 #AS3215 France Telecom - Orange, FR
195.25.0.0/16 #AS3215 France Telecom - Orange, FR
195.36.107.0/24 #AS3215 France Telecom - Orange, FR
195.101.0.0/16 #AS3215 France Telecom - Orange, FR
195.238.226.0/24 #AS3215 France Telecom - Orange, FR
212.234.0.0/16 #AS3215 France Telecom - Orange, FR
213.56.0.0/16 #AS3215 France Telecom - Orange, FR
217.108.0.0/15 #AS3215 France Telecom - Orange, FR
217.128.0.0/16 #AS3215 France Telecom - Orange, FR
217.167.0.0/16 #AS3215 France Telecom - Orange, FR
192.175.48.1/32 #AS3256 Paris-GIX, FR - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
31.44.208.0/22 #AS3259 EXPERIAN, FR
31.44.212.0/23 #AS3259 EXPERIAN, FR
31.44.216.0/22 #AS3259 EXPERIAN, FR
194.5.108.0/22 #AS3259 EXPERIAN, FR
194.5.112.0/21 #AS3259 EXPERIAN, FR
194.5.120.0/22 #AS3259 EXPERIAN, FR
194.5.124.0/23 #AS3259 EXPERIAN, FR
192.175.48.1/32 #AS3294 ITER-ORGANIZATION France, FR - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
162.246.246.0/24 #AS3295 TECH Technical Department, FR
194.119.2.0/23 #AS3295 TECH Technical Department, FR
194.119.8.0/22 #AS3295 TECH Technical Department, FR
194.119.22.0/24 #AS3295 TECH Technical Department, FR
194.119.26.0/24 #AS3295 TECH Technical Department, FR
194.119.54.0/24 #AS3295 TECH Technical Department, FR
194.119.57.0/24 #AS3295 TECH Technical Department, FR
194.119.82.0/24 #AS3295 TECH Technical Department, FR
194.119.114.0/24 #AS3295 TECH Technical Department, FR
194.119.116.0/24 #AS3295 TECH Technical Department, FR
194.119.118.0/23 #AS3295 TECH Technical Department, FR
193.178.154.0/23 #AS3296 SOCIETE-GENERALE, FR
194.119.51.0/24 #AS3296 SOCIETE-GENERALE, FR
194.119.52.0/23 #AS3296 SOCIETE-GENERALE, FR
194.119.83.0/24 #AS3296 SOCIETE-GENERALE, FR
194.119.84.0/24 #AS3296 SOCIETE-GENERALE, FR
194.119.86.0/23 #AS3296 SOCIETE-GENERALE, FR
194.119.88.0/23 #AS3296 SOCIETE-GENERALE, FR
194.119.93.0/24 #AS3296 SOCIETE-GENERALE, FR
194.119.105.0/24 #AS3296 SOCIETE-GENERALE, FR
194.119.106.0/24 #AS3296 SOCIETE-GENERALE, FR
194.119.32.0/22 #AS3298 MARCBO Market Back Office, FR
194.119.36.0/23 #AS3298 MARCBO Market Back Office, FR
194.119.38.0/24 #AS3298 MARCBO Market Back Office, FR
194.119.49.0/24 #AS3298 MARCBO Market Back Office, FR
194.119.109.0/24 #AS3298 MARCBO Market Back Office, FR
207.45.252.0/24 #AS3298 MARCBO Market Back Office, FR
194.119.0.0/23 #AS3299 INTL Internation Department, FR
194.119.24.0/23 #AS3299 INTL Internation Department, FR
194.119.27.0/24 #AS3299 INTL Internation Department, FR
194.119.29.0/24 #AS3299 INTL Internation Department, FR
194.119.30.0/23 #AS3299 INTL Internation Department, FR
194.119.39.0/24 #AS3299 INTL Internation Department, FR
194.119.40.0/22 #AS3299 INTL Internation Department, FR
194.119.45.0/24 #AS3299 INTL Internation Department, FR
194.119.46.0/23 #AS3299 INTL Internation Department, FR
194.119.48.0/24 #AS3299 INTL Internation Department, FR
194.119.50.0/24 #AS3299 INTL Internation Department, FR
194.119.71.0/24 #AS3299 INTL Internation Department, FR
194.119.72.0/24 #AS3299 INTL Internation Department, FR
194.119.110.0/23 #AS3299 INTL Internation Department, FR
194.119.127.0/24 #AS3299 INTL Internation Department, FR
207.45.249.0/24 #AS3299 INTL Internation Department, FR
207.45.251.0/24 #AS3299 INTL Internation Department, FR
5.48.0.0/14 #AS5410 BOUYGTEL-ISP, FR
31.32.0.0/13 #AS5410 BOUYGTEL-ISP, FR
62.34.0.0/15 #AS5410 BOUYGTEL-ISP, FR
62.201.128.0/19 #AS5410 BOUYGTEL-ISP, FR
80.214.0.0/17 #AS5410 BOUYGTEL-ISP, FR
80.214.128.0/18 #AS5410 BOUYGTEL-ISP, FR
80.214.192.0/19 #AS5410 BOUYGTEL-ISP, FR
80.214.248.0/21 #AS5410 BOUYGTEL-ISP, FR
80.215.0.0/16 #AS5410 BOUYGTEL-ISP, FR
87.88.0.0/14 #AS5410 BOUYGTEL-ISP, FR
89.80.0.0/12 #AS5410 BOUYGTEL-ISP, FR
94.238.0.0/15 #AS5410 BOUYGTEL-ISP, FR
128.78.0.0/15 #AS5410 BOUYGTEL-ISP, FR
164.177.0.0/17 #AS5410 BOUYGTEL-ISP, FR
176.128.0.0/10 #AS5410 BOUYGTEL-ISP, FR
194.117.192.0/20 #AS5410 BOUYGTEL-ISP, FR
194.158.96.0/19 #AS5410 BOUYGTEL-ISP, FR
195.36.128.0/17 #AS5410 BOUYGTEL-ISP, FR
212.194.0.0/15 #AS5410 BOUYGTEL-ISP, FR
213.44.0.0/16 #AS5410 BOUYGTEL-ISP, FR
193.149.96.0/19 #AS5436 COMPUTACENTER-FRANCE Computacenter - Tour Ariane, FR
212.121.160.0/19 #AS5436 COMPUTACENTER-FRANCE Computacenter - Tour Ariane, FR
5.180.84.0/22 #AS5511 OPENTRANSIT, FR
5.181.114.0/24 #AS5511 OPENTRANSIT, FR
5.183.226.0/24 #AS5511 OPENTRANSIT, FR
5.253.190.0/24 #AS5511 OPENTRANSIT, FR
14.102.9.0/24 #AS5511 OPENTRANSIT, FR
14.102.11.0/24 #AS5511 OPENTRANSIT, FR
37.153.153.0/24 #AS5511 OPENTRANSIT, FR
45.9.92.0/24 #AS5511 OPENTRANSIT, FR
45.9.184.0/24 #AS5511 OPENTRANSIT, FR
45.10.186.0/24 #AS5511 OPENTRANSIT, FR
45.11.52.0/24 #AS5511 OPENTRANSIT, FR
45.11.176.0/24 #AS5511 OPENTRANSIT, FR
45.43.145.0/24 #AS5511 OPENTRANSIT, FR
45.43.155.0/24 #AS5511 OPENTRANSIT, FR
45.43.156.0/24 #AS5511 OPENTRANSIT, FR
45.43.160.0/24 #AS5511 OPENTRANSIT, FR
45.83.29.0/24 #AS5511 OPENTRANSIT, FR
45.87.20.0/24 #AS5511 OPENTRANSIT, FR
45.87.162.0/24 #AS5511 OPENTRANSIT, FR
45.88.20.0/24 #AS5511 OPENTRANSIT, FR
45.88.22.0/24 #AS5511 OPENTRANSIT, FR
45.89.36.0/24 #AS5511 OPENTRANSIT, FR
45.89.38.0/24 #AS5511 OPENTRANSIT, FR
45.92.2.0/24 #AS5511 OPENTRANSIT, FR
45.112.193.0/24 #AS5511 OPENTRANSIT, FR
45.129.88.0/24 #AS5511 OPENTRANSIT, FR
45.129.90.0/24 #AS5511 OPENTRANSIT, FR
45.131.228.0/22 #AS5511 OPENTRANSIT, FR
45.133.141.0/24 #AS5511 OPENTRANSIT, FR
45.133.143.0/24 #AS5511 OPENTRANSIT, FR
45.134.138.0/24 #AS5511 OPENTRANSIT, FR
45.134.248.0/24 #AS5511 OPENTRANSIT, FR
45.134.250.0/24 #AS5511 OPENTRANSIT, FR
45.135.8.0/24 #AS5511 OPENTRANSIT, FR
45.135.10.0/24 #AS5511 OPENTRANSIT, FR
45.135.169.0/24 #AS5511 OPENTRANSIT, FR
45.135.170.0/23 #AS5511 OPENTRANSIT, FR
45.136.216.0/24 #AS5511 OPENTRANSIT, FR
45.136.218.0/24 #AS5511 OPENTRANSIT, FR
45.138.76.0/24 #AS5511 OPENTRANSIT, FR
45.138.78.0/24 #AS5511 OPENTRANSIT, FR
45.139.32.0/24 #AS5511 OPENTRANSIT, FR
45.139.34.0/24 #AS5511 OPENTRANSIT, FR
45.139.228.0/24 #AS5511 OPENTRANSIT, FR
45.139.230.0/24 #AS5511 OPENTRANSIT, FR
45.140.59.0/24 #AS5511 OPENTRANSIT, FR
45.140.68.0/24 #AS5511 OPENTRANSIT, FR
45.140.70.0/24 #AS5511 OPENTRANSIT, FR
45.140.214.0/24 #AS5511 OPENTRANSIT, FR
45.141.48.0/24 #AS5511 OPENTRANSIT, FR
45.141.50.0/24 #AS5511 OPENTRANSIT, FR
45.142.204.0/24 #AS5511 OPENTRANSIT, FR
45.142.206.0/24 #AS5511 OPENTRANSIT, FR
45.143.54.0/24 #AS5511 OPENTRANSIT, FR
45.144.156.0/24 #AS5511 OPENTRANSIT, FR
45.144.158.0/24 #AS5511 OPENTRANSIT, FR
45.145.46.0/24 #AS5511 OPENTRANSIT, FR
45.145.249.0/24 #AS5511 OPENTRANSIT, FR
45.146.187.0/24 #AS5511 OPENTRANSIT, FR
45.149.26.0/24 #AS5511 OPENTRANSIT, FR
45.151.252.0/22 #AS5511 OPENTRANSIT, FR
45.154.104.0/24 #AS5511 OPENTRANSIT, FR
45.155.242.0/24 #AS5511 OPENTRANSIT, FR
45.156.157.0/24 #AS5511 OPENTRANSIT, FR
46.34.58.0/24 #AS5511 OPENTRANSIT, FR
46.34.62.0/24 #AS5511 OPENTRANSIT, FR
46.175.129.0/24 #AS5511 OPENTRANSIT, FR
46.202.3.0/24 #AS5511 OPENTRANSIT, FR
46.202.34.0/24 #AS5511 OPENTRANSIT, FR
46.202.38.0/24 #AS5511 OPENTRANSIT, FR
46.202.42.0/24 #AS5511 OPENTRANSIT, FR
46.202.55.0/24 #AS5511 OPENTRANSIT, FR
46.202.58.0/24 #AS5511 OPENTRANSIT, FR
46.202.65.0/24 #AS5511 OPENTRANSIT, FR
46.203.1.0/24 #AS5511 OPENTRANSIT, FR
46.203.4.0/24 #AS5511 OPENTRANSIT, FR
46.203.15.0/24 #AS5511 OPENTRANSIT, FR
46.203.20.0/24 #AS5511 OPENTRANSIT, FR
46.203.30.0/24 #AS5511 OPENTRANSIT, FR
46.203.41.0/24 #AS5511 OPENTRANSIT, FR
46.203.42.0/24 #AS5511 OPENTRANSIT, FR
46.203.53.0/24 #AS5511 OPENTRANSIT, FR
46.203.60.0/24 #AS5511 OPENTRANSIT, FR
46.203.76.0/24 #AS5511 OPENTRANSIT, FR
46.203.82.0/24 #AS5511 OPENTRANSIT, FR
46.203.86.0/24 #AS5511 OPENTRANSIT, FR
46.203.144.0/24 #AS5511 OPENTRANSIT, FR
46.203.184.0/24 #AS5511 OPENTRANSIT, FR
46.226.125.0/24 #AS5511 OPENTRANSIT, FR
51.146.153.0/24 #AS5511 OPENTRANSIT, FR
51.146.155.0/24 #AS5511 OPENTRANSIT, FR
51.146.156.0/24 #AS5511 OPENTRANSIT, FR
51.146.158.0/24 #AS5511 OPENTRANSIT, FR
51.146.187.0/24 #AS5511 OPENTRANSIT, FR
51.146.190.0/24 #AS5511 OPENTRANSIT, FR
51.194.38.0/24 #AS5511 OPENTRANSIT, FR
51.194.86.0/24 #AS5511 OPENTRANSIT, FR
51.194.143.0/24 #AS5511 OPENTRANSIT, FR
62.3.60.0/24 #AS5511 OPENTRANSIT, FR
62.100.216.0/22 #AS5511 OPENTRANSIT, FR
62.229.0.0/16 #AS5511 OPENTRANSIT, FR
62.233.52.0/24 #AS5511 OPENTRANSIT, FR
62.244.19.0/24 #AS5511 OPENTRANSIT, FR
62.244.40.0/24 #AS5511 OPENTRANSIT, FR
62.244.63.0/24 #AS5511 OPENTRANSIT, FR
64.79.243.0/24 #AS5511 OPENTRANSIT, FR
64.137.16.0/24 #AS5511 OPENTRANSIT, FR
64.255.8.0/23 #AS5511 OPENTRANSIT, FR
66.96.32.0/19 #AS5511 OPENTRANSIT, FR
66.112.128.0/20 #AS5511 OPENTRANSIT, FR
67.102.30.0/23 #AS5511 OPENTRANSIT, FR
67.102.170.0/23 #AS5511 OPENTRANSIT, FR
74.91.50.0/24 #AS5511 OPENTRANSIT, FR
77.75.193.0/24 #AS5511 OPENTRANSIT, FR
79.143.138.0/24 #AS5511 OPENTRANSIT, FR
80.12.79.0/24 #AS5511 OPENTRANSIT, FR
80.12.96.0/22 #AS5511 OPENTRANSIT, FR
80.12.160.0/19 #AS5511 OPENTRANSIT, FR
80.15.236.0/24 #AS5511 OPENTRANSIT, FR
80.174.112.0/24 #AS5511 OPENTRANSIT, FR
81.22.139.0/24 #AS5511 OPENTRANSIT, FR
81.22.142.0/23 #AS5511 OPENTRANSIT, FR
81.52.128.0/22 #AS5511 OPENTRANSIT, FR
81.52.132.0/24 #AS5511 OPENTRANSIT, FR
81.52.134.0/23 #AS5511 OPENTRANSIT, FR
81.52.136.0/23 #AS5511 OPENTRANSIT, FR
81.52.140.0/23 #AS5511 OPENTRANSIT, FR
81.52.166.0/23 #AS5511 OPENTRANSIT, FR
81.52.168.0/23 #AS5511 OPENTRANSIT, FR
81.52.170.0/24 #AS5511 OPENTRANSIT, FR
81.52.176.0/24 #AS5511 OPENTRANSIT, FR
81.52.179.0/24 #AS5511 OPENTRANSIT, FR
81.52.183.0/24 #AS5511 OPENTRANSIT, FR
81.52.186.0/23 #AS5511 OPENTRANSIT, FR
81.52.188.0/24 #AS5511 OPENTRANSIT, FR
81.52.190.0/24 #AS5511 OPENTRANSIT, FR
81.52.201.0/24 #AS5511 OPENTRANSIT, FR
81.52.202.0/24 #AS5511 OPENTRANSIT, FR
81.52.236.0/22 #AS5511 OPENTRANSIT, FR
81.253.120.0/21 #AS5511 OPENTRANSIT, FR
82.21.94.0/24 #AS5511 OPENTRANSIT, FR
82.22.86.0/24 #AS5511 OPENTRANSIT, FR
82.22.96.0/24 #AS5511 OPENTRANSIT, FR
82.22.111.0/24 #AS5511 OPENTRANSIT, FR
82.22.114.0/24 #AS5511 OPENTRANSIT, FR
82.22.120.0/22 #AS5511 OPENTRANSIT, FR
82.22.141.0/24 #AS5511 OPENTRANSIT, FR
82.22.144.0/24 #AS5511 OPENTRANSIT, FR
82.22.197.0/24 #AS5511 OPENTRANSIT, FR
82.23.3.0/24 #AS5511 OPENTRANSIT, FR
82.23.4.0/23 #AS5511 OPENTRANSIT, FR
82.23.6.0/24 #AS5511 OPENTRANSIT, FR
82.23.15.0/24 #AS5511 OPENTRANSIT, FR
82.23.44.0/22 #AS5511 OPENTRANSIT, FR
82.23.48.0/24 #AS5511 OPENTRANSIT, FR
82.23.50.0/23 #AS5511 OPENTRANSIT, FR
82.23.52.0/23 #AS5511 OPENTRANSIT, FR
82.23.55.0/24 #AS5511 OPENTRANSIT, FR
82.23.56.0/23 #AS5511 OPENTRANSIT, FR
82.23.58.0/24 #AS5511 OPENTRANSIT, FR
82.23.61.0/24 #AS5511 OPENTRANSIT, FR
82.23.62.0/23 #AS5511 OPENTRANSIT, FR
82.23.64.0/24 #AS5511 OPENTRANSIT, FR
82.23.69.0/24 #AS5511 OPENTRANSIT, FR
82.23.74.0/24 #AS5511 OPENTRANSIT, FR
82.23.79.0/24 #AS5511 OPENTRANSIT, FR
82.23.123.0/24 #AS5511 OPENTRANSIT, FR
82.23.188.0/24 #AS5511 OPENTRANSIT, FR
82.24.17.0/24 #AS5511 OPENTRANSIT, FR
82.24.26.0/24 #AS5511 OPENTRANSIT, FR
82.24.63.0/24 #AS5511 OPENTRANSIT, FR
82.24.90.0/24 #AS5511 OPENTRANSIT, FR
82.24.244.0/24 #AS5511 OPENTRANSIT, FR
82.24.246.0/24 #AS5511 OPENTRANSIT, FR
82.25.134.0/24 #AS5511 OPENTRANSIT, FR
82.25.244.0/24 #AS5511 OPENTRANSIT, FR
82.25.246.0/24 #AS5511 OPENTRANSIT, FR
82.26.83.0/24 #AS5511 OPENTRANSIT, FR
82.26.204.0/24 #AS5511 OPENTRANSIT, FR
82.26.244.0/24 #AS5511 OPENTRANSIT, FR
82.27.20.0/24 #AS5511 OPENTRANSIT, FR
82.27.101.0/24 #AS5511 OPENTRANSIT, FR
82.27.103.0/24 #AS5511 OPENTRANSIT, FR
82.140.128.0/23 #AS5511 OPENTRANSIT, FR
82.140.130.0/24 #AS5511 OPENTRANSIT, FR
82.140.159.0/24 #AS5511 OPENTRANSIT, FR
82.140.177.0/24 #AS5511 OPENTRANSIT, FR
82.140.180.0/24 #AS5511 OPENTRANSIT, FR
83.137.156.0/24 #AS5511 OPENTRANSIT, FR
84.55.1.0/24 #AS5511 OPENTRANSIT, FR
84.55.3.0/24 #AS5511 OPENTRANSIT, FR
84.55.9.0/24 #AS5511 OPENTRANSIT, FR
84.55.18.0/24 #AS5511 OPENTRANSIT, FR
84.75.0.0/24 #AS5511 OPENTRANSIT, FR
85.203.27.0/24 #AS5511 OPENTRANSIT, FR
87.121.3.0/24 #AS5511 OPENTRANSIT, FR
87.236.148.0/24 #AS5511 OPENTRANSIT, FR
87.247.148.0/22 #AS5511 OPENTRANSIT, FR
88.151.56.0/24 #AS5511 OPENTRANSIT, FR
88.151.59.0/24 #AS5511 OPENTRANSIT, FR
88.209.244.0/24 #AS5511 OPENTRANSIT, FR
88.209.246.0/24 #AS5511 OPENTRANSIT, FR
88.223.16.0/21 #AS5511 OPENTRANSIT, FR
88.223.170.0/23 #AS5511 OPENTRANSIT, FR
88.223.174.0/23 #AS5511 OPENTRANSIT, FR
89.19.51.0/24 #AS5511 OPENTRANSIT, FR
89.23.72.0/24 #AS5511 OPENTRANSIT, FR
89.40.160.0/24 #AS5511 OPENTRANSIT, FR
90.84.48.0/20 #AS5511 OPENTRANSIT, FR
90.84.128.0/20 #AS5511 OPENTRANSIT, FR
90.84.148.0/24 #AS5511 OPENTRANSIT, FR
90.84.151.0/24 #AS5511 OPENTRANSIT, FR
90.84.159.0/24 #AS5511 OPENTRANSIT, FR
90.84.255.0/24 #AS5511 OPENTRANSIT, FR
91.108.88.0/21 #AS5511 OPENTRANSIT, FR
91.124.244.0/22 #AS5511 OPENTRANSIT, FR
91.124.248.0/22 #AS5511 OPENTRANSIT, FR
91.132.225.0/24 #AS5511 OPENTRANSIT, FR
91.142.133.0/24 #AS5511 OPENTRANSIT, FR
91.190.96.0/24 #AS5511 OPENTRANSIT, FR
91.190.99.0/24 #AS5511 OPENTRANSIT, FR
91.190.104.0/24 #AS5511 OPENTRANSIT, FR
91.193.74.0/24 #AS5511 OPENTRANSIT, FR
91.193.252.0/24 #AS5511 OPENTRANSIT, FR
91.200.254.0/24 #AS5511 OPENTRANSIT, FR
91.217.250.0/24 #AS5511 OPENTRANSIT, FR
91.228.231.0/24 #AS5511 OPENTRANSIT, FR
91.228.251.0/24 #AS5511 OPENTRANSIT, FR
91.229.25.0/24 #AS5511 OPENTRANSIT, FR
91.240.228.0/24 #AS5511 OPENTRANSIT, FR
92.112.0.0/24 #AS5511 OPENTRANSIT, FR
92.112.12.0/24 #AS5511 OPENTRANSIT, FR
92.112.130.0/24 #AS5511 OPENTRANSIT, FR
92.112.159.0/24 #AS5511 OPENTRANSIT, FR
93.92.20.0/24 #AS5511 OPENTRANSIT, FR
93.114.246.0/24 #AS5511 OPENTRANSIT, FR
93.123.112.0/24 #AS5511 OPENTRANSIT, FR
93.123.115.0/24 #AS5511 OPENTRANSIT, FR
94.247.139.0/24 #AS5511 OPENTRANSIT, FR
95.170.15.0/24 #AS5511 OPENTRANSIT, FR
95.170.16.0/24 #AS5511 OPENTRANSIT, FR
95.173.63.0/24 #AS5511 OPENTRANSIT, FR
96.62.183.0/24 #AS5511 OPENTRANSIT, FR
96.62.184.0/24 #AS5511 OPENTRANSIT, FR
96.62.193.0/24 #AS5511 OPENTRANSIT, FR
102.210.60.0/22 #AS5511 OPENTRANSIT, FR
102.212.56.0/22 #AS5511 OPENTRANSIT, FR
104.193.212.0/22 #AS5511 OPENTRANSIT, FR
104.238.17.0/24 #AS5511 OPENTRANSIT, FR
104.239.51.0/24 #AS5511 OPENTRANSIT, FR
104.239.64.0/23 #AS5511 OPENTRANSIT, FR
104.253.4.0/24 #AS5511 OPENTRANSIT, FR
104.253.11.0/24 #AS5511 OPENTRANSIT, FR
104.253.12.0/24 #AS5511 OPENTRANSIT, FR
